,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,x_7,y_7,v_7,a_7,yaw_7,width_7,length_7,end
6.400000000000005,309.176950381062,-5.994976718999708,27.110000000000003,0,0.0,2.73,6.87,566.54,-10.68,24.75,0.0,0.0,2.5,16.98,330.82,-6.52,24.75,0.0,0.0,2.5,16.88,314.45,-10.85,24.5,-6.25,0.0,2.5,19.2,386.66,-3.58,35.25,-6.25,0.0,1.92,3.03,228.48,-2.66,33.75,6.25,6.276,1.82,4.45,154.11,-10.27,24.0,6.25,0.01,2.5,17.08,154.62,-6.56,30.0,0.0,6.275,1.82,4.75,-1
6.440000000000005,310.261350381062,-5.994976718999708,27.110000000000003,0,0.0,2.73,6.87,567.53,-10.68,24.75,0.0,0.0,2.5,16.98,331.81,-6.52,24.75,0.0,0.0,2.5,16.88,315.43,-10.85,24.25,0.0,6.273,2.5,19.2,388.07,-3.58,35.0,0.0,6.276,1.92,3.03,229.84,-2.67,34.0,0.0,0.0,1.82,4.45,155.07,-10.26,24.25,0.0,0.01,2.5,17.08,155.81,-6.57,30.0,6.25,0.0,1.82,4.75,-1
6.480000000000005,311.34575038106203,-5.994976718999708,27.110000000000003,0,0.0,2.73,6.87,568.52,-10.68,24.75,0.0,0.0,2.5,16.98,332.8,-6.52,24.75,25.0,0.0,2.5,16.88,316.4,-10.86,24.25,12.5,6.273,2.5,19.2,389.47,-3.59,35.0,18.75,6.276,1.92,3.03,231.19,-2.67,34.0,6.25,6.276,1.82,4.45,156.04,-10.25,24.25,6.25,0.01,2.5,17.08,157.01,-6.57,30.25,-6.25,0.0,1.82,4.75,-1
6.520000000000005,312.43015038106205,-5.994976718999708,27.110000000000003,0,0.0,2.73,6.87,569.51,-10.68,24.75,0.0,0.0,2.5,16.98,333.79,-6.52,25.75,-6.25,0.0,2.5,16.88,317.37,-10.87,24.75,0.0,0.0,2.5,19.2,390.88,-3.6,35.75,25.0,0.0,1.92,3.03,232.56,-2.68,34.25,-6.25,6.276,1.82,4.45,157.01,-10.24,24.5,-6.25,0.01,2.5,17.08,158.22,-6.57,30.0,0.0,0.0,1.82,4.75,-1
6.560000000000005,313.51455038106207,-5.994976718999708,27.710000000000004,15.0,0.0,2.73,6.87,570.5,-10.68,24.75,0.0,0.0,2.5,16.98,334.82,-6.52,25.5,-6.25,0.0,2.5,16.88,318.36,-10.87,24.75,-6.25,6.273,2.5,19.2,392.31,-3.6,36.75,-6.25,6.276,1.92,3.03,233.92,-2.69,34.0,0.0,0.0,1.82,4.45,157.99,-10.23,24.25,0.0,0.01,2.5,17.08,159.43,-6.57,30.0,-6.25,0.0,1.82,4.75,-1
6.600000000000005,314.6229503810621,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,571.49,-10.68,24.75,0.0,0.0,2.5,16.98,335.84,-6.52,25.25,0.0,0.0,2.5,16.88,319.35,-10.88,24.5,0.0,0.0,2.5,19.2,393.77,-3.61,36.5,-6.25,0.0,1.92,3.03,235.28,-2.69,34.0,0.0,6.276,1.82,4.45,158.96,-10.22,24.25,0.0,0.0,2.5,17.08,160.62,-6.57,29.75,0.0,0.0,1.82,4.75,-1
6.640000000000005,315.7313503810621,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,572.48,-10.68,24.75,0.0,0.0,2.5,16.98,336.85,-6.52,25.25,0.0,0.0,2.5,16.88,320.33,-10.88,24.5,-6.25,6.273,2.5,19.2,395.24,-3.61,36.25,0.0,0.0,1.92,3.03,236.64,-2.7,34.0,0.0,6.276,1.82,4.45,159.93,-10.22,24.25,0.0,0.01,2.5,17.08,161.81,-6.57,29.75,0.0,0.0,1.82,4.75,-1
6.680000000000005,316.8397503810621,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,573.47,-10.68,24.75,0.0,0.0,2.5,16.98,337.86,-6.52,25.25,0.0,0.0,2.5,16.88,321.31,-10.89,24.25,0.0,0.0,2.5,19.2,396.69,-3.61,36.25,-12.5,6.276,1.92,3.03,238.0,-2.71,34.0,0.0,0.0,1.82,4.45,160.9,-10.21,24.25,0.0,0.01,2.5,17.08,163.0,-6.57,29.75,0.0,0.0,1.82,4.75,-1
6.720000000000005,317.94815038106213,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,574.46,-10.68,24.75,0.0,0.0,2.5,16.98,338.87,-6.52,25.25,-6.25,0.0,2.5,16.88,322.28,-10.89,24.25,6.25,6.273,2.5,19.2,398.13,-3.62,35.75,0.0,0.0,1.92,3.03,239.36,-2.71,34.0,0.0,6.276,1.82,4.45,161.87,-10.2,24.25,-6.25,0.01,2.5,17.08,164.19,-6.57,29.75,6.25,0.0,1.82,4.75,-1
6.760000000000005,319.05655038106215,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,575.45,-10.68,24.75,0.0,0.0,2.5,16.98,339.88,-6.52,25.0,0.0,0.0,2.5,16.88,323.25,-10.9,24.5,0.0,0.0,2.5,19.2,399.56,-3.62,35.75,-6.25,6.276,1.92,3.03,240.72,-2.72,34.0,6.25,6.276,1.82,4.45,162.84,-10.19,24.0,6.25,0.01,2.5,17.08,165.38,-6.57,30.0,-6.25,6.275,1.82,4.75,-1
6.800000000000005,320.16495038106217,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,576.44,-10.68,24.75,0.0,0.0,2.5,16.98,340.88,-6.52,25.0,6.25,0.0,2.5,16.88,324.23,-10.9,24.5,-6.25,6.273,2.5,19.2,401.0,-3.63,35.5,6.25,0.0,1.92,3.03,242.09,-2.73,34.25,0.0,0.0,1.82,4.45,163.8,-10.18,24.25,0.0,0.01,2.5,17.08,166.59,-6.58,29.75,0.0,0.0,1.82,4.75,-1
6.840000000000005,321.2733503810622,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,577.43,-10.68,24.75,0.0,0.0,2.5,16.98,341.88,-6.52,25.25,-6.25,0.0,2.5,16.88,325.21,-10.91,24.25,12.5,0.0,2.5,19.2,402.41,-3.63,35.75,-12.5,0.0,1.92,3.03,243.45,-2.73,34.25,-6.25,6.276,1.82,4.45,164.77,-10.17,24.25,6.25,0.0,2.5,17.08,167.78,-6.58,29.75,6.25,0.0,1.82,4.75,-1
6.880000000000005,322.3817503810622,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,578.42,-10.68,24.75,0.0,0.0,2.5,16.98,342.89,-6.52,25.0,-6.25,0.01,2.5,16.88,326.18,-10.91,24.75,-6.25,6.273,2.5,19.2,403.84,-3.63,35.25,6.25,6.276,1.92,3.03,244.82,-2.74,34.0,0.0,6.276,1.82,4.45,165.74,-10.17,24.5,-6.25,0.01,2.5,17.08,168.97,-6.58,30.0,-6.25,0.0,1.82,4.75,-1
6.920000000000005,323.4901503810622,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,579.41,-10.68,24.75,0.0,0.0,2.5,16.98,343.89,-6.51,24.75,0.0,0.0,2.5,16.88,327.17,-10.92,24.5,6.25,0.0,2.5,19.2,405.25,-3.64,35.5,0.0,0.0,1.92,3.03,246.19,-2.75,34.0,0.0,0.0,1.82,4.45,166.72,-10.16,24.25,0.0,0.01,2.5,17.08,170.16,-6.58,29.75,6.25,0.0,1.82,4.75,-1
6.960000000000005,324.59855038106224,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,580.4,-10.68,24.75,0.0,0.0,2.5,16.98,344.88,-6.51,24.75,6.25,0.0,2.5,16.88,328.15,-10.92,24.75,0.0,6.273,2.5,19.2,406.68,-3.64,35.5,6.25,6.276,1.92,3.03,247.54,-2.75,34.0,0.0,6.276,1.82,4.45,167.69,-10.15,24.25,6.25,0.0,2.5,17.08,171.35,-6.58,30.0,0.0,0.0,1.82,4.75,-1
7.000000000000005,325.70695038106226,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,581.39,-10.68,24.75,0.0,0.0,2.5,16.98,345.87,-6.51,25.0,0.0,0.0,2.5,16.88,329.14,-10.93,24.75,0.0,0.0,2.5,19.2,408.09,-3.65,35.75,0.0,0.0,1.92,3.03,248.91,-2.76,34.0,6.25,0.0,1.82,4.45,168.66,-10.15,24.5,-12.5,0.01,2.5,17.08,172.56,-6.58,30.0,-6.25,0.0,1.82,4.75,-1
7.040000000000005,326.8153503810623,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,582.38,-10.68,24.75,0.0,0.0,2.5,16.98,346.87,-6.51,25.0,0.0,0.0,2.5,16.88,330.13,-10.93,24.75,-6.25,6.273,2.5,19.2,409.52,-3.65,35.75,0.0,0.0,1.92,3.03,250.26,-2.76,34.25,-6.25,6.276,1.82,4.45,169.64,-10.14,24.0,6.25,0.0,2.5,17.08,173.75,-6.58,29.75,0.0,0.0,1.82,4.75,-1
7.080000000000005,327.9237503810623,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,583.37,-10.68,24.75,0.0,0.0,2.5,16.98,347.87,-6.51,25.0,0.0,0.0,2.5,16.88,331.12,-10.94,24.5,-6.25,0.0,2.5,19.2,410.95,-3.65,35.75,0.0,0.0,1.92,3.03,251.63,-2.77,34.0,6.25,0.0,1.82,4.45,170.6,-10.14,24.25,0.0,0.01,2.5,17.08,174.94,-6.58,29.75,6.25,0.0,1.82,4.75,-1
7.120000000000005,329.0321503810623,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,584.36,-10.68,24.75,0.0,0.0,2.5,16.98,348.87,-6.51,25.0,6.25,0.0,2.5,16.88,332.1,-10.94,24.25,0.0,6.273,2.5,19.2,412.38,-3.65,35.75,0.0,6.276,1.92,3.03,253.0,-2.77,34.25,-12.5,6.276,1.82,4.45,171.57,-10.13,24.25,0.0,0.01,2.5,17.08,176.13,-6.58,30.0,-12.5,0.008,1.82,4.75,-1
7.1600000000000055,330.1405503810623,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,585.35,-10.68,24.75,0.0,0.0,2.5,16.98,349.87,-6.51,25.25,-12.5,0.0,2.5,16.88,333.07,-10.95,24.25,0.0,0.0,2.5,19.2,413.81,-3.66,35.75,-31.25,0.0,1.92,3.03,254.36,-2.78,33.75,6.25,0.0,1.82,4.45,172.54,-10.12,24.25,-6.25,0.0,2.5,17.08,177.34,-6.57,29.5,6.25,0.0,1.82,4.75,-1
7.2000000000000055,331.24895038106234,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,586.34,-10.68,24.75,0.0,0.0,2.5,16.98,350.88,-6.51,24.75,6.25,0.0,2.5,16.88,334.04,-10.95,24.25,6.25,0.0,2.5,19.2,415.25,-3.66,34.5,0.0,0.0,1.92,3.03,255.72,-2.78,34.0,6.25,0.0,1.82,4.45,173.51,-10.12,24.0,6.25,0.01,2.5,17.08,178.51,-6.57,29.75,0.0,0.0,1.82,4.75,-1
7.2400000000000055,332.35735038106236,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,587.33,-10.68,24.75,0.0,0.0,2.5,16.98,351.87,-6.51,25.0,6.25,0.0,2.5,16.88,335.01,-10.95,24.5,6.25,6.273,2.5,19.2,416.62,-3.66,34.5,0.0,0.0,1.92,3.03,257.07,-2.78,34.25,-6.25,6.276,1.82,4.45,174.47,-10.11,24.25,-6.25,0.0,2.5,17.08,179.71,-6.57,29.75,0.0,0.0,1.82,4.75,-1
7.280000000000006,333.4657503810624,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,588.32,-10.68,24.75,0.0,0.0,2.5,16.98,352.87,-6.51,25.25,6.25,0.0,2.5,16.88,335.99,-10.96,24.75,-6.25,0.0,2.5,19.2,418.0,-3.66,34.5,0.0,0.0,1.92,3.03,258.45,-2.79,34.0,6.25,0.0,1.82,4.45,175.44,-10.11,24.0,12.5,0.0,2.5,17.08,180.9,-6.57,29.75,6.25,0.0,1.82,4.75,-1
7.320000000000006,334.5741503810624,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,589.31,-10.68,24.75,0.0,0.0,2.5,16.98,353.88,-6.51,25.5,-6.25,0.0,2.5,16.88,336.98,-10.96,24.5,0.0,0.0,2.5,19.2,419.38,-3.66,34.5,0.0,0.0,1.92,3.03,259.81,-2.79,34.25,-6.25,6.276,1.82,4.45,176.4,-10.11,24.5,-6.25,0.01,2.5,17.08,182.09,-6.57,30.0,-6.25,0.0,1.82,4.75,-1
7.360000000000006,335.6825503810624,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,590.3,-10.68,24.75,0.0,0.0,2.5,16.98,354.9,-6.51,25.25,0.0,0.01,2.5,16.88,337.96,-10.96,24.5,0.0,6.273,2.5,19.2,420.76,-3.66,34.5,0.0,0.0,1.92,3.03,261.18,-2.8,34.0,0.0,0.0,1.82,4.45,177.38,-10.1,24.25,6.25,0.0,2.5,17.08,183.28,-6.57,29.75,0.0,0.0,1.82,4.75,-1
7.400000000000006,336.79095038106243,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,591.29,-10.68,24.75,0.0,0.0,2.5,16.98,355.91,-6.5,25.25,-6.25,0.0,2.5,16.88,338.94,-10.97,24.5,0.0,0.0,2.5,19.2,422.14,-3.66,34.5,0.0,0.0,1.92,3.03,262.54,-2.8,34.0,0.0,0.0,1.82,4.45,178.35,-10.1,24.5,-6.25,0.0,2.5,17.08,184.47,-6.57,29.75,6.25,0.0,1.82,4.75,-1
7.440000000000006,337.89935038106245,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,592.28,-10.68,24.75,0.0,0.0,2.5,16.98,356.92,-6.5,25.0,6.25,0.0,2.5,16.88,339.92,-10.97,24.5,-6.25,0.0,2.5,19.2,423.52,-3.66,34.5,0.0,0.0,1.92,3.03,263.9,-2.8,34.0,-6.25,6.276,1.82,4.45,179.33,-10.1,24.25,0.0,0.0,2.5,17.08,185.66,-6.57,30.0,-12.5,0.0,1.82,4.75,-1
7.480000000000006,339.00775038106246,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,593.27,-10.68,24.75,0.0,0.0,2.5,16.98,357.92,-6.5,25.25,0.0,0.0,2.5,16.88,340.9,-10.97,24.25,6.25,6.273,2.5,19.2,424.9,-3.66,34.5,0.0,0.0,1.92,3.03,265.25,-2.81,33.75,12.5,0.0,1.82,4.45,180.3,-10.1,24.25,0.0,0.0,2.5,17.08,186.87,-6.57,29.5,12.5,0.0,1.82,4.75,-1
7.520000000000006,340.1161503810625,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,594.26,-10.68,24.75,0.0,0.0,2.5,16.98,358.93,-6.5,25.25,-18.75,0.0,2.5,16.88,341.87,-10.98,24.5,-6.25,0.0,2.5,19.2,426.28,-3.66,34.5,0.0,0.0,1.92,3.03,266.61,-2.81,34.25,-12.5,0.0,1.82,4.45,181.27,-10.1,24.25,-12.5,0.0,2.5,17.08,188.04,-6.57,30.0,-12.5,0.0,1.82,4.75,-1
7.560000000000006,341.2245503810625,-5.994976718999708,27.710000000000004,0,0.0,2.73,6.87,595.25,-10.68,24.75,0.0,0.0,2.5,16.98,359.94,-6.5,24.5,-6.25,0.0,2.5,16.88,342.85,-10.98,24.25,0.0,0.0,2.5,19.2,427.66,-3.66,34.5,0.0,0.0,1.92,3.03,267.98,-2.81,33.75,6.25,0.0,1.82,4.45,182.24,-10.1,23.75,12.5,0.0,2.5,17.08,189.25,-6.57,29.5,0.0,0.0,1.82,4.75,-1
7.600000000000006,342.3329503810625,-5.994976718999708,27.110000000000003,-15.0,0.0,2.73,6.87,596.24,-10.68,24.75,0.0,0.0,2.5,16.98,360.92,-6.5,24.25,18.75,0.0,2.5,16.88,343.82,-10.98,24.25,12.5,0.0,2.5,19.2,429.04,-3.66,34.5,0.0,0.0,1.92,3.03,269.33,-2.81,34.0,6.25,6.276,1.82,4.45,183.19,-10.1,24.25,6.25,0.0,2.5,17.08,190.43,-6.57,29.5,6.25,0.0,1.82,4.75,-1
7.640000000000006,343.41735038106253,-5.994976718999708,26.51,-15.0,0.0,2.73,6.87,597.23,-10.68,24.75,0.0,0.0,2.5,16.98,361.89,-6.5,25.0,0.0,0.0,2.5,16.88,344.79,-10.98,24.75,-6.25,6.273,2.5,19.2,430.42,-3.66,34.5,0.0,0.0,1.92,3.03,270.69,-2.82,34.25,-6.25,0.0,1.82,4.45,184.16,-10.1,24.5,-6.25,0.0,2.5,17.08,191.6,-6.57,29.75,-6.25,0.0,1.82,4.75,-1
7.680000000000006,344.47775038106255,-5.994976718999708,26.51,0,0.0,2.73,6.87,598.22,-10.68,24.75,0.0,0.0,2.5,16.98,362.89,-6.5,25.0,0.0,0.0,2.5,16.88,345.78,-10.99,24.5,0.0,0.0,2.5,19.2,431.8,-3.66,34.5,0.0,0.0,1.92,3.03,272.06,-2.82,34.0,0.0,0.0,1.82,4.45,185.14,-10.1,24.25,0.0,0.0,2.5,17.08,192.79,-6.57,29.5,6.25,0.0,1.82,4.75,-1
7.720000000000006,345.53815038106256,-5.994976718999708,26.51,0,0.0,2.73,6.87,599.21,-10.68,24.75,0.0,0.0,2.5,16.98,363.89,-6.5,25.0,-6.25,0.01,2.5,16.88,346.76,-10.99,24.5,0.0,0.0,2.5,19.2,433.18,-3.66,34.5,0.0,0.0,1.92,3.03,273.42,-2.82,34.0,0.0,6.276,1.82,4.45,186.11,-10.1,24.25,6.25,0.0,2.5,17.08,193.97,-6.57,29.75,6.25,0.0,1.82,4.75,-1
7.760000000000006,346.5985503810626,-5.994976718999708,26.51,0,0.0,2.73,6.87,600.2,-10.68,24.75,0.0,0.0,2.5,16.98,364.89,-6.49,24.75,6.25,0.0,2.5,16.88,347.74,-10.99,24.5,-6.25,0.0,2.5,19.2,434.56,-3.66,34.5,0.0,0.0,1.92,3.03,274.78,-2.83,34.0,6.25,0.0,1.82,4.45,187.08,-10.1,24.5,-6.25,0.0,2.5,17.08,195.16,-6.57,30.0,-6.25,0.0,1.82,4.75,-1
7.800000000000006,347.6589503810626,-5.994976718999708,26.51,0,0.0,2.73,6.87,601.19,-10.68,24.75,0.0,0.0,2.5,16.98,365.88,-6.49,25.0,0.0,0.0,2.5,16.88,348.72,-10.99,24.25,6.25,6.273,2.5,19.2,435.94,-3.66,34.5,0.0,0.0,1.92,3.03,276.14,-2.83,34.25,-6.25,0.0,1.82,4.45,188.06,-10.1,24.25,6.25,6.273,2.5,17.08,196.37,-6.57,29.75,0.0,0.008,1.82,4.75,-1
7.840000000000006,348.7193503810626,-5.994976718999708,26.51,0,0.0,2.73,6.87,602.18,-10.68,24.75,0.0,0.0,2.5,16.98,366.88,-6.49,25.0,12.5,0.0,2.5,16.88,349.69,-11.0,24.5,0.0,0.0,2.5,19.2,437.32,-3.66,34.5,0.0,0.0,1.92,3.03,277.5,-2.83,34.0,6.25,0.0,1.82,4.45,189.03,-10.11,24.5,-6.25,0.0,2.5,17.08,197.56,-6.56,29.75,0.0,0.0,1.82,4.75,-1
7.880000000000006,349.7797503810626,-5.994976718999708,26.51,0,0.0,2.73,6.87,603.17,-10.68,24.75,0.0,0.0,2.5,16.98,367.88,-6.49,25.5,0.0,0.0,2.5,16.88,350.67,-11.0,24.5,0.0,0.0,2.5,19.2,438.7,-3.66,34.5,0.0,0.0,1.92,3.03,278.87,-2.83,34.25,-6.25,0.0,1.82,4.45,190.01,-10.11,24.25,-6.25,0.0,2.5,17.08,198.75,-6.56,29.75,0.0,0.0,1.82,4.75,-1
7.920000000000006,350.84015038106264,-5.994976718999708,26.51,0,0.0,2.73,6.87,604.16,-10.68,24.75,0.0,0.0,2.5,16.98,368.9,-6.49,25.5,-6.25,0.0,2.5,16.88,351.65,-11.0,24.5,6.25,0.0,2.5,19.2,440.08,-3.66,34.5,0.0,0.0,1.92,3.03,280.24,-2.83,34.0,6.25,0.0,1.82,4.45,190.98,-10.11,24.0,6.25,6.273,2.5,17.08,199.94,-6.56,29.75,0.0,0.0,1.82,4.75,-1
7.960000000000006,351.90055038106266,-5.994976718999708,26.51,0,0.0,2.73,6.87,605.15,-10.68,24.75,0.0,0.0,2.5,16.98,369.92,-6.49,25.25,-6.25,0.0,2.5,16.88,352.63,-11.0,24.75,-6.25,0.0,2.5,19.2,441.46,-3.66,34.5,0.0,0.0,1.92,3.03,281.6,-2.83,34.25,0.0,6.276,1.82,4.45,191.94,-10.12,24.25,-6.25,0.0,2.5,17.08,201.12,-6.56,29.75,0.0,0.0,1.82,4.75,-1
8.000000000000005,352.9609503810627,-5.994976718999708,26.51,0,0.0,2.73,6.87,606.14,-10.68,24.75,0.0,0.0,2.5,16.98,370.93,-6.49,25.0,6.25,0.0,2.5,16.88,353.62,-11.0,24.5,6.25,0.0,2.5,19.2,442.84,-3.66,34.5,0.0,0.0,1.92,3.03,282.97,-2.84,34.25,6.25,0.0,1.82,4.45,192.91,-10.12,24.0,6.25,0.0,2.5,17.08,202.31,-6.56,29.75,-12.5,0.0,1.82,4.75,-1
8.040000000000004,354.0213503810627,-5.994976718999708,26.51,0,0.0,2.73,6.87,607.13,-10.68,24.75,0.0,0.0,2.5,16.98,371.93,-6.49,25.25,0.0,0.0,2.5,16.88,354.6,-11.0,24.75,0.0,0.0,2.5,19.2,444.22,-3.66,34.5,0.0,0.0,1.92,3.03,284.34,-2.84,34.5,-12.5,0.0,1.82,4.45,193.87,-10.12,24.25,0.0,6.273,2.5,17.08,203.5,-6.56,29.25,6.25,0.0,1.82,4.75,-1
8.080000000000004,355.0817503810627,-5.994976718999708,26.51,0,0.0,2.73,6.87,608.12,-10.68,24.75,0.0,0.0,2.5,16.98,372.94,-6.49,25.25,0.0,0.0,2.5,16.88,355.59,-11.0,24.75,-6.25,6.273,2.5,19.2,445.6,-3.66,34.5,0.0,0.0,1.92,3.03,285.72,-2.84,34.0,0.0,0.0,1.82,4.45,194.84,-10.13,24.25,6.25,0.0,2.5,17.08,204.68,-6.56,29.5,6.25,0.0,1.82,4.75,-1
8.120000000000003,356.1421503810627,-5.994976718999708,26.51,0,0.0,2.73,6.87,609.11,-10.68,24.75,0.0,0.0,2.5,16.98,373.95,-6.49,25.25,-12.5,0.0,2.5,16.88,356.58,-11.01,24.5,-12.5,0.0,2.5,19.2,446.98,-3.66,34.5,0.0,0.0,1.92,3.03,287.08,-2.84,34.0,-6.25,0.0,1.82,4.45,195.81,-10.13,24.5,-6.25,6.273,2.5,17.08,205.85,-6.56,29.75,-6.25,0.0,1.82,4.75,-1
8.160000000000002,357.20255038106274,-5.994976718999708,26.51,0,0.0,2.73,6.87,610.1,-10.68,24.75,0.0,0.0,2.5,16.98,374.96,-6.49,24.75,25.0,0.0,2.5,16.88,357.56,-11.01,24.0,31.25,0.0,2.5,19.2,448.36,-3.66,34.5,0.0,0.0,1.92,3.03,288.44,-2.84,33.75,18.75,0.0,1.82,4.45,196.79,-10.14,24.25,12.5,0.0,2.5,17.08,207.04,-6.56,29.5,6.25,0.0,1.82,4.75,-1
8.200000000000001,358.26295038106275,-5.994976718999708,26.51,0,0.0,2.73,6.87,611.09,-10.68,24.75,0.0,0.0,2.5,16.98,375.95,-6.49,25.75,-6.25,0.0,2.5,16.88,358.52,-11.01,25.25,-12.5,0.0,2.5,19.2,449.74,-3.66,34.5,0.0,0.0,1.92,3.03,289.79,-2.84,34.5,-6.25,0.0,1.82,4.45,197.76,-10.14,24.75,-12.5,6.273,2.5,17.08,208.22,-6.56,29.75,-12.5,0.0,1.82,4.75,-1
8.24,359.32335038106277,-5.994976718999708,26.51,0,0.0,2.73,6.87,612.08,-10.68,24.75,0.0,0.0,2.5,16.98,376.98,-6.49,25.5,-6.25,0.01,2.5,16.88,359.53,-11.01,24.75,0.0,0.0,2.5,19.2,451.12,-3.66,34.5,0.0,0.0,1.92,3.03,291.17,-2.84,34.25,-6.25,0.0,1.82,4.45,198.75,-10.15,24.25,6.25,6.273,2.5,17.08,209.41,-6.56,29.25,6.25,0.009,1.82,4.75,-1
8.28,360.3837503810628,-5.994976718999708,26.51,0,0.0,2.73,6.87,613.07,-10.68,24.75,0.0,0.0,2.5,16.98,378.0,-6.48,25.25,-6.25,0.0,2.5,16.88,360.52,-11.01,24.75,0.0,0.0,2.5,19.2,452.5,-3.66,34.5,0.0,0.0,1.92,3.03,292.54,-2.84,34.0,0.0,0.0,1.82,4.45,199.72,-10.16,24.5,0.0,0.0,2.5,17.08,210.59,-6.55,29.5,0.0,0.0,1.82,4.75,-1
8.319999999999999,361.4441503810628,-5.994976718999708,26.51,0,0.0,2.73,6.87,614.06,-10.68,24.75,0.0,0.0,2.5,16.98,379.01,-6.48,25.0,0.0,0.0,2.5,16.88,361.51,-11.01,24.75,0.0,0.0,2.5,19.2,453.88,-3.66,34.5,0.0,0.0,1.92,3.03,293.9,-2.84,34.0,6.25,0.0,1.82,4.45,200.7,-10.16,24.5,0.0,6.273,2.5,17.08,211.76,-6.55,29.5,0.0,0.0,1.82,4.75,-1
8.359999999999998,362.5045503810628,-5.994976718999708,26.51,0,0.0,2.73,6.87,615.05,-10.68,24.75,0.0,0.0,2.5,16.98,380.01,-6.48,25.0,0.0,0.0,2.5,16.88,362.5,-11.01,24.75,-6.25,0.0,2.5,19.2,455.26,-3.66,34.5,0.0,0.0,1.92,3.03,295.25,-2.84,34.25,-12.5,0.0,1.82,4.45,201.68,-10.17,24.5,-6.25,6.273,2.5,17.08,212.94,-6.55,29.5,0.0,0.0,1.82,4.75,-1
8.399999999999997,363.56495038106283,-5.994976718999708,26.51,0,0.0,2.73,6.87,616.04,-10.68,24.75,0.0,0.0,2.5,16.98,381.01,-6.48,25.0,6.25,0.0,2.5,16.88,363.49,-11.01,24.5,6.25,0.0,2.5,19.2,456.64,-3.66,34.5,0.0,0.0,1.92,3.03,296.62,-2.84,33.75,6.25,0.0,1.82,4.45,202.66,-10.18,24.25,6.25,0.0,2.5,17.08,214.12,-6.55,29.5,6.25,6.275,1.82,4.75,-1
8.439999999999996,364.62535038106284,-5.994976718999708,26.51,0,0.0,2.73,6.87,617.03,-10.68,24.75,0.0,0.0,2.5,16.98,382.01,-6.48,25.25,0.0,0.0,2.5,16.88,364.47,-11.01,24.75,0.0,0.0,2.5,19.2,458.02,-3.66,34.5,0.0,0.0,1.92,3.03,297.98,-2.84,34.0,0.0,0.0,1.82,4.45,203.63,-10.18,24.5,0.0,6.273,2.5,17.08,215.31,-6.56,29.75,0.0,0.0,1.82,4.75,-1
8.479999999999995,365.68575038106286,-5.994976718999708,26.51,0,0.0,2.73,6.87,618.02,-10.68,24.75,0.0,0.0,2.5,16.98,383.02,-6.48,25.25,0.0,0.0,2.5,16.88,365.46,-11.01,24.75,0.0,0.0,2.5,19.2,459.4,-3.66,34.5,0.0,0.0,1.92,3.03,299.34,-2.84,34.0,0.0,0.0,1.82,4.45,204.61,-10.19,24.5,0.0,6.273,2.5,17.08,216.5,-6.56,29.75,6.25,0.0,1.82,4.75,-1
8.519999999999994,366.7461503810629,-5.994976718999708,26.51,0,0.0,2.73,6.87,619.01,-10.68,24.75,0.0,0.0,2.5,16.98,384.03,-6.48,25.25,12.5,0.0,2.5,16.88,366.45,-11.01,24.75,0.0,0.0,2.5,19.2,460.78,-3.66,34.5,0.0,0.0,1.92,3.03,300.7,-2.84,34.0,0.0,0.0,1.82,4.45,205.59,-10.2,24.5,6.25,6.273,2.5,17.08,217.69,-6.56,30.0,0.0,0.0,1.82,4.75,-1
