,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,x_7,y_7,v_7,a_7,yaw_7,width_7,length_7,x_8,y_8,v_8,a_8,yaw_8,width_8,length_8,end
5.760000000000004,122.07332108429495,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,102.59,6.64,23.5,6.25,3.142,2.5,16.98,71.59,2.95,35.75,0.0,3.142,2.02,5.15,163.21,10.34,25.25,-6.25,3.142,2.5,19.4,153.81,3.06,36.0,0.0,3.142,2.02,4.55,229.87,10.83,24.25,-6.25,3.152,1.82,4.04,197.92,7.4,30.0,0.0,3.142,2.02,4.95,309.2,7.03,23.5,-6.25,3.142,2.5,12.63,289.82,3.41,37.0,-12.5,3.135,2.02,4.75,-1
5.800000000000004,121.0387620267098,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,101.65,6.64,23.75,0.0,3.142,2.5,16.98,70.16,2.95,35.75,0.0,3.135,2.02,5.15,162.2,10.34,25.0,-6.25,3.142,2.5,19.4,152.37,3.06,36.0,6.25,3.149,2.02,4.55,228.9,10.82,24.0,0.0,3.142,1.82,4.04,196.72,7.4,30.0,0.0,3.142,2.02,4.95,308.26,7.03,23.25,6.25,3.131,2.5,12.63,288.35,3.42,36.5,6.25,3.142,2.02,4.75,-1
5.840000000000004,120.00420296912466,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,100.7,6.64,23.75,6.25,3.152,2.5,16.98,68.73,2.96,35.75,0.0,3.142,2.02,5.15,161.2,10.34,24.75,0.0,3.142,2.5,19.4,150.93,3.05,36.25,-6.25,3.142,2.02,4.55,227.94,10.82,24.0,6.25,3.152,1.82,4.04,195.53,7.4,30.0,-6.25,3.142,2.02,4.95,307.33,7.04,23.5,6.25,3.142,2.5,12.63,286.88,3.42,36.75,6.25,3.135,2.02,4.75,-1
5.880000000000004,118.96964391153952,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,99.75,6.63,24.0,0.0,3.142,2.5,16.98,67.3,2.96,35.75,0.0,3.135,2.02,5.15,160.21,10.34,24.75,0.0,3.142,2.5,19.4,149.47,3.05,36.0,0.0,3.142,2.02,4.55,226.98,10.81,24.25,0.0,3.152,1.82,4.04,194.32,7.4,29.75,6.25,3.15,2.02,4.95,306.39,7.04,23.75,6.25,3.142,2.5,12.63,285.42,3.43,37.0,6.25,3.142,2.02,4.75,-1
5.920000000000004,117.93508485395438,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,98.79,6.63,24.0,-6.25,3.152,2.5,16.98,65.86,2.97,35.75,0.0,3.142,2.02,5.15,159.22,10.34,24.75,0.0,3.152,2.5,19.4,148.03,3.05,36.0,0.0,3.149,2.02,4.55,226.01,10.8,24.25,0.0,3.142,1.82,4.04,193.13,7.39,30.0,-6.25,3.142,2.02,4.95,305.44,7.04,24.0,-6.25,3.131,2.5,12.63,283.94,3.43,37.25,-12.5,3.135,2.02,4.75,-1
5.960000000000004,116.90052579636924,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,97.83,6.62,23.75,6.25,3.142,2.5,16.98,64.44,2.97,35.75,6.25,3.135,2.02,5.15,158.23,10.33,24.75,6.25,3.142,2.5,19.4,146.59,3.04,36.0,0.0,3.142,2.02,4.55,225.04,10.8,24.25,0.0,3.152,1.82,4.04,191.94,7.39,29.75,0.0,3.142,2.02,4.95,304.49,7.05,23.75,12.5,3.142,2.5,12.63,282.44,3.44,36.75,6.25,3.142,2.02,4.75,-1
6.000000000000004,115.8659667387841,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,96.88,6.62,24.0,0.0,3.152,2.5,16.98,63.01,2.98,36.0,0.0,3.142,2.02,5.15,157.24,10.33,25.0,0.0,3.142,2.5,19.4,145.16,3.04,36.0,0.0,3.142,2.02,4.55,224.07,10.79,24.25,0.0,3.142,1.82,4.04,190.75,7.39,29.75,12.5,3.142,2.02,4.95,303.54,7.05,24.25,-6.25,3.142,2.5,12.63,280.98,3.44,37.0,6.25,3.135,2.02,4.75,-1
6.0400000000000045,114.83140768119895,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,95.92,6.61,24.0,0.0,3.142,2.5,16.98,61.57,2.98,36.0,0.0,3.135,2.02,5.15,156.24,10.33,25.0,0.0,3.142,2.5,19.4,143.72,3.04,36.0,0.0,3.149,2.02,4.55,223.1,10.79,24.25,6.25,3.152,1.82,4.04,189.56,7.39,30.25,-12.5,3.142,2.02,4.95,302.56,7.05,24.0,-18.75,3.131,2.5,12.63,279.5,3.45,37.25,-18.75,3.142,2.02,4.75,-1
6.0800000000000045,113.79684862361381,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,94.96,6.61,24.0,0.0,3.142,2.5,16.98,60.12,2.99,36.0,0.0,3.135,2.02,5.15,155.24,10.33,25.0,0.0,3.142,2.5,19.4,142.28,3.03,36.0,6.25,3.142,2.02,4.55,222.13,10.78,24.5,-6.25,3.152,1.82,4.04,188.34,7.39,29.75,0.0,3.142,2.02,4.95,301.61,7.06,23.25,6.25,3.142,2.5,12.63,278.0,3.45,36.5,6.25,3.135,2.02,4.75,-1
6.1200000000000045,112.76228956602867,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,94.0,6.61,24.0,0.0,3.152,2.5,16.98,58.69,3.0,36.0,6.25,3.142,2.02,5.15,154.24,10.33,25.0,0.0,3.142,2.5,19.4,140.84,3.03,36.25,0.0,3.142,2.02,4.55,221.15,10.77,24.25,0.0,3.142,1.82,4.04,187.16,7.39,29.75,0.0,3.142,2.02,4.95,300.68,7.06,23.5,6.25,3.142,2.5,12.63,276.55,3.46,36.75,0.0,3.135,2.02,4.75,-1
6.160000000000005,111.72773050844353,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,93.04,6.6,24.0,-6.25,3.142,2.5,16.98,57.25,3.0,36.25,-6.25,3.135,2.02,5.15,153.24,10.33,25.0,0.0,3.142,2.5,19.4,139.39,3.03,36.25,6.25,3.142,2.02,4.55,220.18,10.77,24.25,0.0,3.152,1.82,4.04,185.97,7.39,29.75,-6.25,3.142,2.02,4.95,299.74,7.06,23.75,-12.5,3.131,2.5,12.63,275.07,3.47,36.75,0.0,3.142,2.02,4.75,-1
6.200000000000005,110.69317145085839,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,92.08,6.6,23.75,6.25,3.152,2.5,16.98,55.8,3.01,36.0,6.25,3.135,2.02,5.15,152.24,10.33,25.0,6.25,3.142,2.5,19.4,137.94,3.03,36.5,-6.25,3.148,2.02,4.55,219.21,10.76,24.25,0.0,3.152,1.82,4.04,184.78,7.39,29.5,0.0,3.142,2.02,4.95,298.79,7.07,23.25,12.5,3.142,2.5,12.63,273.61,3.47,36.75,0.0,3.135,2.02,4.75,-1
6.240000000000005,109.65861239327324,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,91.13,6.59,24.0,0.0,3.142,2.5,16.98,54.36,3.02,36.25,0.0,3.142,2.02,5.15,151.24,10.33,25.25,-6.25,3.142,2.5,19.4,136.47,3.02,36.25,0.0,3.142,2.02,4.55,218.24,10.75,24.25,0.0,3.142,1.82,4.04,183.59,7.39,29.5,6.25,3.142,2.02,4.95,297.86,7.07,23.75,-6.25,3.142,2.5,12.63,272.13,3.48,36.75,0.0,3.142,2.02,4.75,-1
6.280000000000005,108.6240533356881,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,90.17,6.59,24.0,-6.25,3.142,2.5,16.98,52.91,3.02,36.25,0.0,3.135,2.02,5.15,150.23,10.33,25.0,0.0,3.142,2.5,19.4,135.03,3.02,36.25,0.0,3.142,2.02,4.55,217.27,10.75,24.25,-6.25,3.152,1.82,4.04,182.41,7.39,29.75,-6.25,3.133,2.02,4.95,296.9,7.07,23.5,6.25,3.142,2.5,12.63,270.67,3.48,36.75,0.0,3.135,2.02,4.75,-1
6.320000000000005,107.58949427810296,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,89.21,6.59,23.75,-6.25,3.152,2.5,16.98,51.46,3.03,36.25,-12.5,3.135,2.02,5.15,149.23,10.33,25.0,-6.25,3.142,2.5,19.4,133.58,3.02,36.25,0.0,3.142,2.02,4.55,216.3,10.74,24.0,-6.25,3.152,1.82,4.04,181.22,7.4,29.5,0.0,3.142,2.02,4.95,295.96,7.07,23.75,-12.5,3.131,2.5,12.63,269.19,3.49,36.75,0.0,3.142,2.02,4.75,-1
6.360000000000005,106.55493522051782,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,88.26,6.58,23.5,6.25,3.142,2.5,16.98,50.01,3.04,35.75,6.25,3.135,2.02,5.15,148.23,10.33,24.75,12.5,3.142,2.5,19.4,132.12,3.02,36.25,-6.25,3.142,2.02,4.55,215.34,10.73,23.75,6.25,3.142,1.82,4.04,180.04,7.4,29.5,-6.25,3.142,2.02,4.95,295.01,7.08,23.25,6.25,3.142,2.5,12.63,267.73,3.49,36.75,0.0,3.142,2.02,4.75,-1
6.400000000000005,105.52037616293268,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,87.32,6.58,23.75,-6.25,3.152,2.5,16.98,48.58,3.05,36.0,-12.5,3.142,2.02,5.15,147.24,10.33,25.25,0.0,3.142,2.5,19.4,130.68,3.02,36.0,12.5,3.149,2.02,4.55,214.39,10.73,24.0,6.25,3.152,1.82,4.04,178.86,7.4,29.25,0.0,3.142,2.02,4.95,294.08,7.08,23.5,0.0,3.142,2.5,12.63,266.25,3.49,36.75,6.25,3.135,2.02,4.75,-1
6.440000000000005,104.48581710534754,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,86.37,6.57,23.5,6.25,3.142,2.5,16.98,47.14,3.05,35.5,6.25,3.135,2.02,5.15,146.23,10.33,25.25,-12.5,3.142,2.5,19.4,129.23,3.01,36.5,-6.25,3.142,2.02,4.55,213.43,10.72,24.25,-6.25,3.152,1.82,4.04,177.69,7.4,29.25,6.25,3.133,2.02,4.95,293.14,7.08,23.5,-6.25,3.142,2.5,12.63,264.79,3.5,37.0,-6.25,3.142,2.02,4.75,-1
6.480000000000005,103.4512580477624,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,85.43,6.57,23.75,0.0,3.142,2.5,16.98,45.72,3.06,35.75,0.0,3.135,2.02,5.15,145.22,10.33,24.75,6.25,3.152,2.5,19.4,127.78,3.01,36.25,6.25,3.142,2.02,4.55,212.46,10.71,24.0,6.25,3.152,1.82,4.04,176.53,7.41,29.5,-6.25,3.142,2.02,4.95,292.2,7.08,23.25,12.5,3.131,2.5,12.63,263.31,3.5,36.75,0.0,3.135,2.02,4.75,-1
6.520000000000005,102.41669899017725,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,84.48,6.57,23.75,-6.25,3.152,2.5,16.98,44.29,3.07,35.75,0.0,3.135,2.02,5.15,144.23,10.32,25.0,0.0,3.142,2.5,19.4,126.33,3.01,36.5,-6.25,3.142,2.02,4.55,211.5,10.7,24.25,-6.25,3.142,1.82,4.04,175.34,7.41,29.25,0.0,3.142,2.02,4.95,291.27,7.09,23.75,-12.5,3.142,2.5,12.63,261.83,3.51,36.75,0.0,3.142,2.02,4.75,-1
6.560000000000005,101.38213993259211,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,83.53,6.56,23.5,6.25,3.142,2.5,16.98,42.86,3.08,35.75,6.25,3.135,2.02,5.15,143.23,10.32,25.0,-6.25,3.142,2.5,19.4,124.87,3.01,36.25,6.25,3.142,2.02,4.55,210.53,10.7,24.0,6.25,3.152,1.82,4.04,174.17,7.41,29.25,18.75,3.133,2.02,4.95,290.32,7.09,23.25,6.25,3.142,2.5,12.63,260.37,3.51,36.75,0.0,3.135,2.02,4.75,-1
6.600000000000005,100.34758087500697,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,82.59,6.56,23.75,0.0,3.152,2.5,16.98,41.43,3.09,36.0,0.0,3.135,2.02,5.15,142.23,10.32,24.75,0.0,3.142,2.5,19.4,123.42,3.01,36.5,0.0,3.148,2.02,4.55,209.57,10.69,24.25,0.0,3.152,1.82,4.04,173.0,7.42,30.0,-12.5,3.142,2.02,4.95,289.39,7.09,23.5,0.0,3.142,2.5,12.63,258.89,3.52,36.75,6.25,3.142,2.02,4.75,-1
6.640000000000005,99.31302181742183,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,81.64,6.55,23.75,6.25,3.142,2.5,16.98,39.98,3.1,36.0,0.0,3.135,2.02,5.15,141.24,10.32,24.75,0.0,3.142,2.5,19.4,121.96,3.0,36.5,0.0,3.142,2.02,4.55,208.6,10.68,24.25,0.0,3.152,1.82,4.04,171.81,7.42,29.5,0.0,3.133,2.02,4.95,288.45,7.09,23.5,6.25,3.142,2.5,12.63,257.43,3.52,37.0,-6.25,3.135,2.02,4.75,-1
6.680000000000005,98.27846275983669,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,80.69,6.55,24.0,0.0,3.142,2.5,16.98,38.55,3.11,36.0,6.25,3.142,2.02,5.15,140.25,10.32,24.75,6.25,3.142,2.5,19.4,120.5,3.0,36.5,6.25,3.142,2.02,4.55,207.63,10.67,24.25,-6.25,3.152,1.82,4.04,170.62,7.43,29.5,-6.25,3.142,2.02,4.95,287.51,7.09,23.75,0.0,3.131,2.5,12.63,255.94,3.53,36.75,12.5,3.142,2.02,4.75,-1
6.720000000000005,97.24390370225154,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,79.73,6.55,24.0,0.0,3.152,2.5,16.98,37.11,3.11,36.25,-6.25,3.128,2.02,5.15,139.26,10.32,25.0,0.0,3.142,2.5,19.4,119.04,3.0,36.75,-6.25,3.142,2.02,4.55,206.66,10.66,24.0,0.0,3.152,1.82,4.04,169.44,7.43,29.25,-6.25,3.133,2.02,4.95,286.56,7.1,23.75,-6.25,3.142,2.5,12.63,254.47,3.53,37.25,-6.25,3.135,2.02,4.75,-1
6.760000000000005,96.2093446446664,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,78.77,6.54,24.0,0.0,3.142,2.5,16.98,35.66,3.13,36.0,6.25,3.135,2.02,5.15,138.26,10.32,25.0,0.0,3.142,2.5,19.4,117.57,3.0,36.5,0.0,3.148,2.02,4.55,205.7,10.65,24.0,0.0,3.142,1.82,4.04,168.28,7.44,29.0,6.25,3.142,2.02,4.95,285.62,7.1,23.5,0.0,3.142,2.5,12.63,252.99,3.54,37.0,-6.25,3.142,2.02,4.75,-1
6.800000000000005,95.17478558708126,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,77.81,6.54,24.0,0.0,3.152,2.5,16.98,34.22,3.14,36.25,-6.25,3.135,2.02,5.15,137.26,10.32,25.0,0.0,3.142,2.5,19.4,116.11,2.99,36.5,-6.25,3.142,2.02,4.55,204.74,10.65,24.0,-6.25,3.152,1.82,4.04,167.11,7.44,29.25,-12.5,3.133,2.02,4.95,284.68,7.1,23.5,0.0,3.142,2.5,12.63,251.5,3.54,36.75,0.0,3.135,2.02,4.75,-1
6.840000000000005,94.14022652949612,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,76.85,6.53,24.0,-6.25,3.142,2.5,16.98,32.77,3.15,36.0,-6.25,3.135,2.02,5.15,136.26,10.32,25.0,6.25,3.142,2.5,19.4,114.65,2.99,36.25,6.25,3.142,2.02,4.55,203.78,10.64,23.75,0.0,3.152,1.82,4.04,165.94,7.45,28.75,0.0,3.133,2.02,4.95,283.74,7.1,23.5,0.0,3.142,2.5,12.63,250.03,3.55,36.75,6.25,3.142,2.02,4.75,-1
6.880000000000005,93.10566747191098,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,75.89,6.53,23.75,6.25,3.142,2.5,16.98,31.32,3.16,35.75,6.25,3.135,2.02,5.15,135.26,10.32,25.25,-6.25,3.142,2.5,19.4,113.2,2.99,36.5,0.0,3.148,2.02,4.55,202.83,10.63,23.75,12.5,3.152,1.82,4.04,164.79,7.46,28.75,6.25,3.142,2.02,4.95,282.8,7.1,23.5,0.0,3.142,2.5,12.63,248.56,3.55,37.0,0.0,3.135,2.02,4.75,-1
6.920000000000005,92.07110841432583,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,74.94,6.53,24.0,-6.25,3.142,2.5,16.98,29.89,3.17,36.0,6.25,3.135,2.02,5.15,134.25,10.32,25.0,6.25,3.142,2.5,19.4,111.73,2.98,36.5,0.0,3.142,2.02,4.55,201.88,10.62,24.25,-6.25,3.152,1.82,4.04,163.64,7.46,29.0,-6.25,3.133,2.02,4.95,281.86,7.1,23.5,0.0,3.131,2.5,12.63,247.09,3.56,37.0,6.25,3.142,2.02,4.75,-1
6.960000000000005,91.0365493567407,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,73.98,6.53,23.75,0.0,3.152,2.5,16.98,28.45,3.18,36.25,-6.25,3.135,2.02,5.15,133.25,10.32,25.25,0.0,3.142,2.5,19.4,110.28,2.98,36.5,6.25,3.142,2.02,4.55,200.91,10.61,24.0,6.25,3.152,1.82,4.04,162.48,7.47,28.75,6.25,3.133,2.02,4.95,280.92,7.11,23.5,0.0,3.142,2.5,12.63,245.6,3.56,37.25,-6.25,3.135,2.02,4.75,-1
7.000000000000005,90.00199029915555,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,73.03,6.52,23.75,6.25,3.142,2.5,16.98,27.0,3.19,36.0,12.5,3.135,2.02,5.15,132.24,10.32,25.25,0.0,3.142,2.5,19.4,108.82,2.98,36.75,6.25,3.148,2.02,4.55,199.95,10.6,24.25,0.0,3.152,1.82,4.04,161.34,7.48,29.0,0.0,3.133,2.02,4.95,279.98,7.11,23.5,6.25,3.142,2.5,12.63,244.12,3.57,37.0,0.0,3.142,2.02,4.75,-1
7.040000000000005,88.96743124157041,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,72.08,6.52,24.0,-6.25,3.142,2.5,16.98,25.56,3.2,36.5,-6.25,3.128,2.02,5.15,131.23,10.32,25.25,-6.25,3.142,2.5,19.4,107.34,2.97,37.0,-12.5,3.142,2.02,4.55,198.98,10.59,24.25,-12.5,3.152,1.82,4.04,160.17,7.49,29.0,0.0,3.142,2.02,4.95,279.04,7.11,23.75,-12.5,3.142,2.5,12.63,242.63,3.57,37.0,-6.25,3.135,2.02,4.75,-1
7.080000000000005,87.93287218398527,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,71.12,6.52,23.75,-6.25,3.152,2.5,16.98,24.11,3.22,36.25,-6.25,3.135,2.02,5.15,130.22,10.32,25.0,0.0,3.142,2.5,19.4,105.87,2.97,36.5,6.25,3.148,2.02,4.55,198.01,10.58,23.75,6.25,3.152,1.82,4.04,159.01,7.49,29.0,-6.25,3.133,2.02,4.95,278.08,7.11,23.25,6.25,3.142,2.5,12.63,241.16,3.58,36.75,0.0,3.142,2.02,4.75,-1
7.120000000000005,86.89831312640013,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,70.17,6.51,23.5,12.5,3.142,2.5,16.98,22.65,3.23,36.0,6.25,3.135,2.02,5.15,129.22,10.32,25.0,6.25,3.142,2.5,19.4,104.41,2.96,36.75,0.0,3.142,2.02,4.55,197.06,10.57,24.0,0.0,3.142,1.82,4.04,157.85,7.5,28.75,0.0,3.133,2.02,4.95,277.15,7.11,23.5,0.0,3.142,2.5,12.63,239.69,3.58,36.75,6.25,3.135,2.02,4.75,-1
7.1600000000000055,85.86375406881498,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,69.23,6.51,24.0,-6.25,3.142,2.5,16.98,21.21,3.24,36.25,-6.25,3.128,2.02,5.15,128.22,10.32,25.25,-6.25,3.142,2.5,19.4,102.94,2.96,36.75,0.0,3.148,2.02,4.55,196.1,10.57,24.0,-6.25,3.152,1.82,4.04,156.7,7.51,28.75,6.25,3.133,2.02,4.95,276.21,7.11,23.5,0.0,3.142,2.5,12.63,238.22,3.59,37.0,-12.5,3.142,2.02,4.75,-1
7.2000000000000055,84.82919501122984,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,68.27,6.51,23.75,6.25,3.152,2.5,16.98,19.77,3.26,36.0,6.25,3.135,2.02,5.15,127.21,10.32,25.0,0.0,3.142,2.5,19.4,101.47,2.95,36.75,6.25,3.142,2.02,4.55,195.14,10.56,23.75,12.5,3.152,1.82,4.04,155.56,7.52,29.0,0.0,3.133,2.02,4.95,275.27,7.11,23.5,6.25,3.142,2.5,12.63,236.74,3.59,36.5,18.75,3.135,2.02,4.75,-1
7.2400000000000055,83.7946359536447,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,67.32,6.5,24.0,0.0,3.142,2.5,16.98,18.32,3.27,36.25,-6.25,3.135,2.02,5.15,126.21,10.32,25.0,6.25,3.142,2.5,19.4,100.0,2.95,37.0,-6.25,3.148,2.02,4.55,194.19,10.55,24.25,-6.25,3.152,1.82,4.04,154.39,7.53,29.0,-12.5,3.133,2.02,4.95,274.33,7.11,23.75,6.25,3.142,2.5,12.63,235.28,3.6,37.25,-6.25,3.142,2.02,4.75,-1
7.280000000000006,82.76007689605956,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,66.36,6.5,24.0,-6.25,3.142,2.5,16.98,16.88,3.28,36.0,0.0,3.128,2.02,5.15,125.21,10.32,25.25,-6.25,3.142,2.5,19.4,98.52,2.94,36.75,-6.25,3.142,2.02,4.55,193.22,10.54,24.0,6.25,3.152,1.82,4.04,153.23,7.54,28.5,0.0,3.133,2.02,4.95,273.38,7.11,24.0,-6.25,3.142,2.5,12.63,233.78,3.6,37.0,-6.25,3.135,2.02,4.75,-1
7.320000000000006,81.72551783847442,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,65.4,6.5,23.75,12.5,3.142,2.5,16.98,15.43,3.3,36.0,0.0,3.135,2.02,5.15,124.2,10.32,25.0,0.0,3.142,2.5,19.4,97.05,2.94,36.5,6.25,3.148,2.02,4.55,192.26,10.53,24.25,-12.5,3.152,1.82,4.04,152.09,7.55,28.5,0.0,3.133,2.02,4.95,272.43,7.11,23.75,-6.25,3.131,2.5,12.63,232.31,3.61,36.75,6.25,3.142,2.02,4.75,-1
7.360000000000006,80.69095878088928,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,64.45,6.5,24.25,-12.5,3.152,2.5,16.98,14.0,3.31,36.0,0.0,3.128,2.02,5.15,123.2,10.32,25.0,0.0,3.142,2.5,19.4,95.59,2.93,36.75,-6.25,3.142,2.02,4.55,191.29,10.52,23.75,6.25,3.152,1.82,4.04,150.95,7.56,28.5,-6.25,3.133,2.02,4.95,271.48,7.12,23.5,0.0,3.142,2.5,12.63,230.84,3.61,37.0,0.0,3.135,2.02,4.75,-1
7.400000000000006,79.65639972330413,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,63.48,6.49,23.75,0.0,3.142,2.5,16.98,12.55,3.33,36.0,0.0,3.135,2.02,5.15,122.2,10.32,25.0,0.0,3.142,2.5,19.4,94.12,2.93,36.5,6.25,3.148,2.02,4.55,190.34,10.51,24.0,0.0,3.152,1.82,4.04,149.81,7.57,28.25,0.0,3.133,2.02,4.95,270.54,7.12,23.5,-6.25,3.142,2.5,12.63,229.35,3.62,37.0,0.0,3.142,2.02,4.75,-1
7.440000000000006,78.62184066571899,7.151461490376172,25.86397643962856,0,3.141592653589793,1.92,4.04,62.53,6.49,23.75,6.25,3.142,2.5,16.98,11.11,3.34,36.0,6.25,3.128,2.02,5.15,121.2,10.32,25.0,0.0,3.132,2.5,19.4,92.66,2.92,36.75,6.25,3.142,2.02,4.55,189.38,10.5,24.0,0.0,3.152,1.82,4.04,148.69,7.58,28.25,0.0,3.133,2.02,4.95,269.59,7.12,23.25,6.25,3.142,2.5,12.63,227.88,3.62,37.0,-6.25,3.135,2.02,4.75,-1
7.480000000000006,77.58728160813385,7.151461490376172,25.263976439628557,-15.0,3.141592653589793,1.92,4.04,61.58,6.49,24.0,-6.25,3.142,2.5,16.98,9.68,3.36,36.25,-6.25,3.128,2.02,5.15,120.2,10.33,25.0,-6.25,3.142,2.5,19.4,91.19,2.92,37.0,-6.25,3.148,2.02,4.55,188.42,10.49,24.0,-12.5,3.152,1.82,4.04,147.56,7.59,28.25,-12.5,3.133,2.02,4.95,268.67,7.12,23.5,-6.25,3.142,2.5,12.63,226.4,3.63,36.75,6.25,3.142,2.02,4.75,-1
7.520000000000006,76.57672255054871,7.151461490376172,25.263976439628557,0,3.141592653589793,1.92,4.04,60.62,6.49,23.75,0.0,3.142,2.5,16.98,8.23,3.38,36.0,-6.25,3.135,2.02,5.15,119.2,10.33,24.75,6.25,3.142,2.5,19.4,89.71,2.91,36.75,6.25,3.148,2.02,4.55,187.46,10.48,23.5,12.5,3.152,1.82,4.04,146.42,7.6,27.75,6.25,3.124,2.02,4.95,267.73,7.12,23.25,6.25,3.152,2.5,12.63,224.93,3.63,37.0,0.0,3.142,2.02,4.75,-1
7.560000000000006,75.56616349296357,7.151461490376172,25.263976439628557,0,3.141592653589793,1.92,4.04,59.67,6.49,23.75,6.25,3.142,2.5,16.98,6.79,3.39,35.75,-3.5,3.128,2.02,5.15,118.21,10.33,25.0,6.25,3.142,2.5,19.4,88.23,2.9,37.0,0.0,3.142,2.02,4.55,186.52,10.47,24.0,0.0,3.152,1.82,4.04,145.31,7.62,28.0,6.25,3.133,2.02,4.95,266.8,7.11,23.5,-6.25,3.142,2.5,12.63,223.44,3.63,37.0,0.0,3.135,2.02,4.75,-1
7.600000000000006,74.55560443537843,7.151461490376172,25.263976439628557,0,3.141592653589793,1.92,4.04,58.72,6.49,24.0,-6.25,3.142,2.5,16.98,5.36,3.41,35.61,0.0,3.142,2.02,5.15,117.21,10.33,25.25,-6.25,3.142,2.5,19.4,86.76,2.9,37.0,-6.25,3.148,2.02,4.55,185.56,10.46,24.0,-6.25,3.152,1.82,4.04,144.19,7.63,28.25,-12.5,3.133,2.02,4.95,265.86,7.11,23.25,6.25,3.142,2.5,12.63,221.97,3.64,37.0,0.0,3.142,2.02,4.75,-1
7.640000000000006,73.54504537779329,7.151461490376172,25.263976439628557,0,3.141592653589793,1.92,4.04,57.76,6.49,23.75,6.25,3.152,2.5,16.98,3.93,3.41,35.61,0.0,3.142,2.02,5.15,116.2,10.33,25.0,6.25,3.142,2.5,19.4,85.28,2.89,36.75,6.25,3.142,2.02,4.55,184.6,10.45,23.75,6.25,3.152,1.82,4.04,143.06,7.64,27.75,0.0,3.133,2.02,4.95,264.93,7.11,23.5,6.25,3.142,2.5,12.63,220.49,3.64,37.0,6.25,3.142,2.02,4.75,-1
7.680000000000006,72.53448632020815,7.151461490376172,25.263976439628557,0,3.141592653589793,1.92,4.04,56.81,6.48,24.0,0.0,3.142,2.5,16.98,2.51,3.41,35.61,0.0,3.142,2.02,5.15,115.2,10.33,25.25,0.0,3.142,2.5,19.4,83.81,2.89,37.0,-6.25,3.148,2.02,4.55,183.65,10.44,24.0,0.0,3.152,1.82,4.04,141.95,7.65,27.75,6.25,3.124,2.02,4.95,263.99,7.11,23.75,-12.5,3.142,2.5,12.63,219.0,3.64,37.25,0.0,3.135,2.02,4.75,-1
